1,ХљРђ27ФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Сж3Х\Б@ФNЧоБi5НќКKЛЙБjБCТjПЧХ РlМыБCСНФNЧоЛyВ—ХљЛѕФNЧо(КOНСРlБ\УЅМfБjБ|ТђТЪБEОЪУЩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) УъЦ{РlБEКOНСРlВћХ БuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) Ц≥НСР–ЛyВ—НСЦЉБuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,СНРФБiТjПЧХ Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ПЧ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ОsЛжТђСЇГRБ[Гh,ТђТЪОЪГRБ[Гh,ТnИжОѓХ Ф‘НЖ,ФйУљПИЧЭ,ФйУљРжПоХс,НЗОZТnИж,УsУєХ{МІЦЉ,ОsЛжТђСЇЦЉ,СеОЪБEТђЦЉ,ОЪБEТЪЦЏЦЉ,СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2)
1208,"44204","073008","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪРЉТё",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1209,"44204","073009","3","ФйУљТnИж","073007","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪУМРмУа",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1210,"44204","073010","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪМбБXШH",50,-,-,4,2,-,-,3,1,3,2,-,3,9,6,6,4,2,3,2,-,-,-,2920,58.9000000000,4,23,23,11,5,-,23,-,-,2,-,-,-,1,1,1,1,-,2,4,3,4,1,1,2,-,-,-,-,1372,60.1521739130,2,10,11,4,2,-,27,-,-,2,2,-,-,2,-,2,1,-,1,5,3,2,3,1,1,2,-,-,-,1548,57.8333333333,2,13,12,7,3,-
1211,"44204","073011","3","НЗОZТnИжВ†Ви","","073012","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪЙЅХх",35,-,-,-,-,1,1,-,1,1,2,4,4,8,-,1,5,4,3,-,-,-,-,2205,63.5000000000,-,22,13,12,3,-,18,-,-,-,-,1,-,-,1,1,-,4,3,4,-,1,-,2,1,-,-,-,-,1054,59.0555555556,-,14,4,3,1,-,17,-,-,-,-,-,1,-,-,-,2,-,1,4,-,-,5,2,2,-,-,-,-,1151,68.2058823529,-,8,9,9,2,-
1212,"44204","073012","3","ФйУљТnИж","073011","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪУcЧИМі",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1213,"44204","073013","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪПгЙЇОR",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1214,"44204","073014","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪЦмР£ХФ",157,3,5,5,14,6,6,5,1,10,14,14,12,13,9,11,12,9,5,3,-,-,-,7881,50.6974522293,13,95,49,29,8,-,74,2,2,1,7,1,5,2,-,3,8,6,6,9,3,6,6,3,3,1,-,-,-,3757,51.2702702703,5,47,22,13,4,-,83,1,3,4,7,5,1,3,1,7,6,8,6,4,6,5,6,6,2,2,-,-,-,4124,50.1867469880,8,48,27,16,4,-
1215,"44204","073015","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪПђРЎФ®",102,3,5,3,1,1,1,2,2,9,2,7,14,9,10,10,4,10,6,3,-,-,-,5783,57.1960784314,11,48,43,23,9,1,43,1,3,3,1,1,-,1,-,4,2,2,8,6,2,5,-,4,-,-,-,-,-,2152,50.5465116279,7,25,11,4,-,-,59,2,2,-,-,-,1,1,2,5,-,5,6,3,8,5,4,6,6,3,-,-,-,3631,62.0423728814,4,23,32,19,9,1
1216,"44204","073016","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪМгФЧ",43,2,-,1,3,2,1,1,2,-,3,5,6,2,1,1,3,6,4,-,-,-,-,2321,54.4767441860,3,25,15,13,4,-,24,1,-,1,2,2,1,1,1,-,1,3,4,1,1,-,1,2,2,-,-,-,-,1165,49.0416666667,2,16,6,5,2,-,19,1,-,-,1,-,-,-,1,-,2,2,2,1,-,1,2,4,2,-,-,-,-,1156,61.3421052632,1,9,9,8,2,-
1217,"44204","073017","3","НЗОZТnИжВ†Ви","","073021","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪКЩОи",138,1,3,3,7,5,2,2,6,5,8,15,12,9,21,10,14,7,6,1,1,-,-,7700,56.2971014493,7,71,60,29,8,-,63,1,2,2,3,4,1,1,4,3,1,9,6,3,10,6,4,2,1,-,-,-,-,3209,51.4365079365,5,35,23,7,1,-,75,-,1,1,4,1,1,1,2,2,7,6,6,6,11,4,10,5,5,1,1,-,-,4491,60.3800000000,2,36,37,22,7,-
1218,"44204","073018","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪТЖТ√Фц",64,2,3,5,3,1,1,2,2,3,3,6,1,6,7,5,5,7,1,1,-,-,-,3300,52.0625000000,10,28,26,14,2,-,33,1,1,2,1,1,1,1,1,1,2,3,1,3,4,2,3,3,1,1,-,-,-,1768,54.0757575758,4,15,14,8,2,-,31,1,2,3,2,-,-,1,1,2,1,3,-,3,3,3,2,4,-,-,-,-,-,1532,49.9193548387,6,13,12,6,-,-
1219,"44204","073019","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪЙЇТё",53,3,5,7,4,-,-,1,3,3,5,3,1,-,6,4,4,-,1,3,-,-,-,2274,43.4056603774,15,20,18,8,4,-,30,2,4,5,4,-,-,-,1,1,4,1,1,-,3,1,2,-,-,1,-,-,-,1063,35.9333333333,11,12,7,3,1,-,23,1,1,2,-,-,-,1,2,2,1,2,-,-,3,3,2,-,1,2,-,-,-,1211,53.1521739130,4,8,11,5,3,-
1220,"44204","073020","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪЧMЦЎ",76,4,2,2,1,1,3,3,2,4,5,9,9,5,9,3,7,3,-,4,-,-,-,3984,52.9210526316,8,42,26,14,4,1,37,4,2,1,-,-,1,1,1,3,2,3,5,4,3,2,3,1,-,1,-,-,-,1783,48.6891891892,7,20,10,5,1,-,39,-,-,1,1,1,2,2,1,1,3,6,4,1,6,1,4,2,-,3,-,-,-,2201,56.9358974359,1,22,16,9,3,1
1221,"44204","073021","3","ФйУљТnИж","073017","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪТ|ВћФЧ",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1222,"44204","073022","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪПгЦм",64,-,-,1,2,1,-,-,2,-,6,3,4,11,6,6,9,7,3,3,-,-,-,4113,64.7656250000,1,29,34,22,6,-,34,-,-,-,1,-,-,-,2,-,3,3,3,6,2,2,5,4,2,1,-,-,-,2180,64.6176470588,-,18,16,12,3,-,30,-,-,1,1,1,-,-,-,-,3,-,1,5,4,4,4,3,1,2,-,-,-,1933,64.9333333333,1,11,18,10,3,-
1223,"44204","073023","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪПЉМі",71,1,6,4,2,-,3,2,3,4,3,1,6,11,4,5,4,5,2,4,1,-,-,3758,53.4295774648,11,35,25,16,7,-,36,1,3,2,2,-,2,2,1,1,1,-,3,5,3,3,-,3,-,3,1,-,-,1846,51.7777777778,6,17,13,7,4,-,35,-,3,2,-,-,1,-,2,3,2,1,3,6,1,2,4,2,2,1,-,-,-,1912,55.1285714286,5,18,12,9,3,-
1224,"44204","073024","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪКЊУьПк",26,-,-,2,3,-,-,-,-,1,3,1,1,3,1,2,3,4,2,-,-,-,-,1494,57.9615384615,2,12,12,9,2,-,11,-,-,1,-,-,-,-,-,-,1,1,1,1,1,1,1,3,-,-,-,-,-,688,63.0454545455,1,4,6,4,-,-,15,-,-,1,3,-,-,-,-,1,2,-,-,2,-,1,2,1,2,-,-,-,-,806,54.2333333333,1,8,6,5,2,-
1225,"44204","073025","3","","","","СеХ™МІ","УъУcОs","СеОRТђРЉСеОR","ОЪК—М©",62,3,2,3,-,-,-,-,2,5,4,3,5,13,5,5,3,6,2,1,-,-,-,3481,56.6451612903,8,32,22,12,3,-,30,1,-,3,-,-,-,-,1,2,2,2,2,8,3,2,1,3,-,-,-,-,-,1642,55.2333333333,4,17,9,4,-,-,32,2,2,-,-,-,-,-,1,3,2,1,3,5,2,3,2,3,2,1,-,-,-,1839,57.9687500000,4,15,13,8,3,-
1226,"44204","0740","2","","","","СеХ™МІ","УъУcОs","СOТ√Н]ТђЧMЦЎ","",221,6,7,5,10,7,6,7,7,6,9,29,24,18,22,15,13,21,7,2,-,-,-,11841,54.0791855204,18,123,80,43,9,-,109,1,1,3,5,4,5,4,4,2,5,17,14,11,13,5,5,9,1,-,-,-,-,5761,53.3532110092,5,71,33,15,1,-,112,5,6,2,5,3,1,3,3,4,4,12,10,7,9,10,8,12,6,2,-,-,-,6080,54.7857142857,13,52,47,28,8,-
1227,"44204","0750","2","","","","СеХ™МІ","УъУcОs","СOТ√Н]ТђСеЦм","",434,7,10,17,20,11,13,14,19,21,29,27,48,45,37,31,38,23,14,7,2,1,-,23218,53.9976958525,34,247,153,85,24,2,211,2,3,9,13,4,8,7,10,13,14,10,27,22,21,15,16,13,3,1,-,-,-,11008,52.6706161137,14,128,69,33,4,-,223,5,7,8,7,7,5,7,9,8,15,17,21,23,16,16,22,10,11,6,2,1,-,12210,55.2533632287,20,119,84,52,20,2
1228,"44204","0760","2","","","","СеХ™МІ","УъУcОs","СOТ√Н]ТђР‘Рќ","",326,6,6,11,11,6,13,7,13,14,16,16,22,35,44,31,24,26,17,7,1,-,-,18536,57.3588957055,23,153,150,75,25,-,156,4,5,5,6,3,8,2,7,7,6,6,11,15,25,14,12,12,5,2,1,-,-,8537,55.2243589744,14,71,71,32,8,-,170,2,1,6,5,3,5,5,6,7,10,10,11,20,19,17,12,14,12,5,-,-,-,9999,59.3176470588,9,82,79,43,17,-
1229,"44204","0770","2","","","","СеХ™МІ","УъУcОs","ТЖТ√Н]СЇУ»Цм","",561,4,14,27,16,7,9,7,17,27,28,41,42,50,44,56,56,53,46,14,3,-,-,33290,59.8404634581,45,244,272,172,63,1,275,1,8,15,10,4,7,4,9,14,12,25,17,36,19,23,25,22,17,6,1,-,-,15613,57.2745454545,24,138,113,71,24,-,286,3,6,12,6,3,2,3,8,13,16,16,25,14,25,33,31,31,29,8,2,-,-,17677,62.3076923077,21,106,159,101,39,1
1230,"44204","0780","2","","","","СеХ™МІ","УъУcОs","ТЖТ√Н]СЇНЗР£","",208,-,1,-,-,1,2,5,7,3,10,22,11,17,19,12,31,46,16,4,1,-,-,14096,68.2692307692,1,78,129,98,21,-,106,-,-,-,-,-,2,3,4,1,6,15,7,11,12,5,13,18,8,1,-,-,-,6939,65.9622641509,-,49,57,40,9,-,102,-,1,-,-,1,-,2,3,2,4,7,4,6,7,7,18,28,8,3,1,-,-,7157,70.6666666667,1,29,72,58,12,-
1231,"44204","0790","2","","","","СеХ™МІ","УъУcОs","ПгТ√Н]ТђРмМі","",465,15,19,13,4,8,2,11,17,18,24,23,34,49,52,33,44,51,35,11,1,-,1,27257,59.2435344828,47,190,227,142,47,3,219,9,11,6,2,6,1,8,4,10,13,11,20,25,26,10,15,21,15,4,1,-,1,12168,56.3165137615,26,100,92,56,20,-,246,6,8,7,2,2,1,3,13,8,11,12,14,24,26,23,29,30,20,7,-,-,-,15089,61.8373983740,21,90,135,86,27,3
1232,"44204","0800","2","","","","СеХ™МІ","УъУcОs","ПгТ√Н]ТђПгЦмУc","",309,9,11,12,2,7,3,14,13,12,14,23,26,19,27,31,28,28,19,9,2,-,-,17545,57.2799352751,32,133,144,86,30,-,153,8,2,10,2,5,2,5,8,8,4,13,18,9,8,14,10,15,9,3,-,-,-,8149,53.7614379085,20,74,59,37,12,-,156,1,9,2,-,2,1,9,5,4,10,10,8,10,19,17,18,13,10,6,2,-,-,9396,60.7307692308,12,59,85,49,18,-
1233,"44205","","1","","","","СеХ™МІ","Н≤ФМОs","","",72211,2441,2667,2932,2701,1911,2548,3188,3832,4183,3728,4217,4981,6134,6753,5427,5004,4537,3080,1345,363,53,186,3725070,52.2191253037,8040,37423,26562,14382,4841,236,33232,1277,1313,1452,1404,993,1288,1622,1873,2090,1748,2014,2364,2952,3194,2378,2073,1727,977,319,60,6,108,1629494,49.6937567927,4042,18348,10734,5162,1362,104,38979,1164,1354,1480,1297,918,1260,1566,1959,2093,1980,2203,2617,3182,3559,3049,2931,2810,2103,1026,303,47,78,2095576,54.3694635099,3998,19075,15828,9220,3479,132
1234,"44205","0010","2","","","","СеХ™МІ","Н≤ФМОs","ПнФ’РЉТђ","",308,6,10,11,5,12,4,8,16,15,8,7,12,18,29,22,17,36,34,22,9,6,1,18931,62.1644951140,27,105,175,124,71,-,116,1,3,7,2,6,2,3,11,9,3,3,7,9,12,8,8,10,3,6,1,1,1,6301,55.2913043478,11,55,49,29,11,-,192,5,7,4,3,6,2,5,5,6,5,4,5,9,17,14,9,26,31,16,8,5,-,12630,66.2812500000,16,50,126,95,60,-
1235,"44205","0020","2","","","","СеХ™МІ","Н≤ФМОs","ПнФ’УМТђ","",213,6,5,4,5,11,11,12,10,14,13,15,12,15,19,17,16,14,6,7,1,-,-,11211,53.1338028169,15,118,80,44,14,-,97,2,1,1,1,6,6,9,6,8,5,6,8,8,10,9,4,4,2,1,-,-,-,4926,51.2835051546,4,63,30,11,3,-,116,4,4,3,4,5,5,3,4,6,8,9,4,7,9,8,12,10,4,6,1,-,-,6285,54.6810344828,11,55,50,33,11,-
1236,"44205","0030","2","","","","СеХ™МІ","Н≤ФМОs","ПнФ’УмТђ","",285,5,9,10,14,10,16,9,10,17,20,24,23,31,29,12,13,14,13,5,1,-,-,14525,51.4649122807,24,174,87,46,19,1,137,4,4,3,5,2,10,5,5,8,11,14,13,16,14,4,4,8,4,3,-,-,-,6934,51.1131386861,11,89,37,19,7,1,148,1,5,7,9,8,6,4,5,9,9,10,10,15,15,8,9,6,9,2,1,-,-,7591,51.7905405405,13,85,50,27,12,-
1237,"44205","0040","2","","","","СеХ™МІ","Н≤ФМОs","ТЖСЇЦkТђ","",533,25,22,22,21,17,22,32,32,40,31,23,37,39,53,34,31,24,17,7,-,1,3,25433,48.4867924528,69,294,167,80,25,-,242,14,8,9,10,8,11,15,16,19,13,13,16,18,19,15,15,12,6,3,-,-,2,11270,47.4583333333,31,139,70,36,9,-,291,11,14,13,11,9,11,17,16,21,18,10,21,21,34,19,16,12,11,4,-,1,1,14163,49.3379310345,38,155,97,44,16,-
1238,"44205","0050","2","","","","СеХ™МІ","Н≤ФМОs","ТЖСЇРЉТђ","",145,3,4,10,4,2,10,7,7,8,5,8,10,14,11,15,10,10,4,3,-,-,-,7499,52.2172413793,17,75,53,27,7,-,68,1,2,5,2,2,4,4,4,4,2,5,8,4,7,4,4,4,1,1,-,-,-,3344,49.6764705882,8,39,21,10,2,-,77,2,2,5,2,-,6,3,3,4,3,3,2,10,4,11,6,6,3,2,-,-,-,4155,54.4610389610,9,36,32,17,5,-
1239,"44205","0060","2","","","","СеХ™МІ","Н≤ФМОs","ТЖСЇУМТђ","",285,8,10,10,10,3,8,6,14,16,10,22,17,25,24,17,22,25,17,7,4,1,9,15387,56.2500000000,28,131,117,76,29,1,131,4,5,5,7,1,5,2,4,7,5,9,9,11,12,11,8,9,6,2,2,-,7,6642,54.0645161290,14,60,50,27,10,-,154,4,5,5,3,2,3,4,10,9,5,13,8,14,12,6,14,16,11,5,2,1,2,8745,58.0328947368,14,71,67,49,19,1
1240,"44205","0070","2","","","","СеХ™МІ","Н≤ФМОs","ТЖСЇУмТђ","",98,4,2,2,-,1,4,7,5,5,3,7,5,8,9,11,5,9,4,2,-,1,4,5249,56.3404255319,8,45,41,21,7,1,46,1,2,1,-,-,2,4,3,3,3,3,3,4,1,8,1,3,1,-,-,-,3,2222,52.1744186047,4,25,14,5,1,-,52,3,-,1,-,1,2,3,2,2,-,4,2,4,8,3,4,6,3,2,-,1,1,3027,59.8529411765,4,20,27,16,6,1
1241,"44205","0080","2","","","","СеХ™МІ","Н≤ФМОs","ПйЙЇУМТђ","",225,10,11,7,6,5,10,12,13,12,9,16,17,18,20,10,13,25,6,4,1,-,-,11446,51.3711111111,28,118,79,49,11,-,110,6,7,5,4,3,6,7,5,6,2,8,9,9,9,4,3,14,1,2,-,-,-,5202,47.7909090909,18,59,33,20,3,-,115,4,4,2,2,2,4,5,8,6,7,8,8,9,11,6,10,11,5,2,1,-,-,6244,54.7956521739,10,59,46,29,8,-
1242,"44205","0090","2","","","","СеХ™МІ","Н≤ФМОs","ПйЙЇРЉТђ","",132,4,5,7,4,2,6,1,5,11,8,9,9,9,15,14,12,4,5,1,1,-,-,6875,52.5833333333,16,64,52,23,7,-,59,4,4,4,1,1,4,-,3,3,3,5,3,4,7,6,5,2,-,-,-,-,-,2732,46.8050847458,12,27,20,7,-,-,73,-,1,3,3,1,2,1,2,8,5,4,6,5,8,8,7,2,5,1,1,-,-,4143,57.2534246575,4,37,32,16,7,-
1243,"44205","0100","2","","","","СеХ™МІ","Н≤ФМОs","ПйУМТђ","",147,5,3,6,4,9,7,6,13,11,7,6,9,12,18,9,7,8,5,2,-,-,-,7269,49.9489795918,14,84,49,22,7,1,59,2,2,3,2,4,4,2,6,4,3,2,3,5,7,4,2,2,2,-,-,-,-,2718,46.5677966102,7,35,17,6,2,-,88,3,1,3,2,5,3,4,7,7,4,4,6,7,11,5,5,6,3,2,-,-,-,4551,52.2159090909,7,49,32,16,5,1
1244,"44205","0110","2","","","","СеХ™МІ","Н≤ФМОs","УаТђ","",92,5,3,4,6,-,1,2,4,15,4,2,3,12,7,9,7,2,3,-,-,-,3,4343,49.2977528090,12,49,28,12,3,-,45,3,2,2,2,-,1,1,2,10,3,1,2,4,3,3,3,1,1,-,-,-,1,2010,46.1818181818,7,26,11,5,1,-,47,2,1,2,4,-,-,1,2,5,1,1,1,8,4,6,4,1,2,-,-,-,2,2333,52.3444444444,5,23,17,7,2,-
1245,"44205","0120","2","","","","СеХ™МІ","Н≤ФМОs","КЛН`","",290,16,12,11,12,8,6,18,12,17,18,21,15,22,27,24,24,14,9,4,-,-,-,14384,50.1000000000,39,149,102,51,13,-,137,9,10,7,4,5,3,11,4,8,10,10,7,6,12,10,10,7,3,1,-,-,-,6284,46.3686131387,26,68,43,21,4,-,153,7,2,4,8,3,3,7,8,9,8,11,8,16,15,14,14,7,6,3,-,-,-,8100,53.4411764706,13,81,59,30,9,-
1246,"44205","0130","2","","","","СеХ™МІ","Н≤ФМОs","ПtУъТђ","",298,23,12,12,6,14,15,8,19,17,21,21,17,31,29,17,12,12,11,1,-,-,-,13860,47.0100671141,47,169,82,36,12,8,143,11,4,10,3,7,9,4,9,7,10,15,6,13,17,6,4,6,2,-,-,-,-,6328,44.7517482517,25,83,35,12,2,6,155,12,8,2,3,7,6,4,10,10,11,6,11,18,12,11,8,6,9,1,-,-,-,7532,49.0935483871,22,86,47,24,10,2
1247,"44205","0140","2","","","","СеХ™МІ","Н≤ФМОs","УcВћЙYТђ","",251,11,8,16,11,4,7,16,7,12,11,18,19,25,21,26,17,7,10,5,-,-,-,12573,50.5916334661,35,130,86,39,15,-,115,3,5,7,6,1,6,6,5,9,6,7,7,11,13,12,5,4,2,-,-,-,-,5512,48.4304347826,15,64,36,11,2,-,136,8,3,9,5,3,1,10,2,3,5,11,12,14,8,14,12,3,8,5,-,-,-,7061,52.4191176471,20,66,50,28,13,-
1248,"44205","0150","2","","","","СеХ™МІ","Н≤ФМОs","УъВћПoТђ","",259,12,9,4,9,18,11,15,13,19,9,19,25,19,23,14,15,13,8,2,2,-,-,12549,48.9517374517,25,157,77,40,12,-,116,5,6,2,6,5,4,9,8,8,6,5,10,11,9,10,7,4,1,-,-,-,-,5364,46.7413793103,13,72,31,12,1,-,143,7,3,2,3,13,7,6,5,11,3,14,15,8,14,4,8,9,7,2,2,-,-,7185,50.7447552448,12,85,46,28,11,-
1249,"44205","0160","2","","","","СеХ™МІ","Н≤ФМОs","ЙwСO","",345,2,3,15,10,9,13,11,9,17,11,14,24,21,26,21,27,35,45,16,10,1,5,20833,61.7735294118,20,139,181,134,72,-,137,2,1,8,7,5,6,4,4,7,6,6,9,10,11,9,9,9,16,3,-,-,5,7220,55.1969696970,11,64,57,37,19,-,208,-,2,7,3,4,7,7,5,10,5,8,15,11,15,12,18,26,29,13,10,1,-,13613,65.9471153846,9,75,124,97,53,-
1250,"44205","016001","3","","","","СеХ™МІ","Н≤ФМОs","ЙwСO","ВPТЪЦЏ",181,-,3,10,4,5,5,4,6,7,3,6,9,13,13,14,12,18,30,10,9,-,-,11495,64.0082872928,13,62,106,79,49,-,60,-,1,6,3,2,-,1,3,1,2,2,2,6,6,4,6,1,11,3,-,-,-,3474,58.4000000000,7,22,31,21,14,-,121,-,2,4,1,3,5,3,3,6,1,4,7,7,7,10,6,17,19,7,9,-,-,8021,66.7892561983,6,40,75,58,35,-
1251,"44205","016002","3","","","","СеХ™МІ","Н≤ФМОs","ЙwСO","ВQТЪЦЏ",164,2,-,5,6,4,8,7,3,10,8,8,15,8,13,7,15,17,15,6,1,1,5,9338,59.2295597484,7,77,75,55,23,-,77,2,-,2,4,3,6,3,1,6,4,4,7,4,5,5,3,8,5,-,-,-,5,3746,52.5277777778,4,42,26,16,5,-,87,-,-,3,2,1,2,4,2,4,4,4,8,4,8,2,12,9,10,6,1,1,-,5592,64.7758620690,3,35,49,39,18,-
1252,"44205","0180","2","","","","СеХ™МІ","Н≤ФМОs","ХљЦмТђ","",201,5,7,5,5,5,9,8,10,12,14,14,21,23,19,12,9,14,7,-,-,-,2,10305,52.2839195980,17,121,61,30,7,-,99,3,3,1,2,4,4,3,5,6,9,6,11,14,7,7,4,4,4,-,-,-,2,5015,52.2010309278,7,64,26,12,4,-,102,2,4,4,3,1,5,5,5,6,5,8,10,9,12,5,5,10,3,-,-,-,-,5290,52.3627450980,10,57,35,18,3,-
1253,"44205","0190","2","","","","СеХ™МІ","Н≤ФМОs","КIУc","",186,8,10,6,6,10,4,8,12,11,16,16,13,7,7,10,16,14,8,3,1,-,-,9140,49.6397849462,24,103,59,42,12,1,89,4,3,3,4,8,1,4,4,8,6,7,7,5,4,5,5,6,5,-,-,-,-,4242,48.1629213483,10,54,25,16,5,-,97,4,7,3,2,2,3,4,8,3,10,9,6,2,3,5,11,8,3,3,1,-,-,4898,50.9948453608,14,49,34,26,7,1
